model,objective,split,step,epoch,loss,actual_ratio,reward_accuracy,reward_margin,learning_rate,grad_norm
Qwen3-1.7B standard IPO,standard_ipo,train,1520,1.6835618335410607,1267.15751953125,0.5525577172636986,0.85,0.21408115189988167,2.1963824289405683e-07,451858.9375
Qwen3-1.7B standard IPO,standard_ipo,train,1530,1.6946406314914833,1204.79423828125,0.5521504435688257,0.875,0.21170556949218736,2.1779254337393872e-07,471242.1875
Qwen3-1.7B standard IPO,standard_ipo,train,1540,1.7057194294419056,1446.69189453125,0.540701973810792,0.8125,0.16471565102692692,2.159468438538206e-07,416471.96875
Qwen3-1.7B standard IPO,standard_ipo,train,1550,1.716798227392328,1035.34052734375,0.5557196445763111,0.9625,0.22517037617508323,2.1410114433370246e-07,383878.15625
Qwen3-1.7B standard IPO,standard_ipo,train,1560,1.7278770253427504,1205.31376953125,0.5500436529517174,0.9125,0.2028511165874079,2.1225544481358434e-07,402073.625
Qwen3-1.7B standard IPO,standard_ipo,train,1570,1.7389558232931726,1217.398046875,0.5484187465161086,0.9125,0.1958838188322261,2.1040974529346623e-07,415843.21875
Qwen3-1.7B standard IPO,standard_ipo,train,1580,1.750034621243595,1229.920703125,0.5470549616962671,0.8875,0.19000286695081742,2.0856404577334811e-07,561751.75
Qwen3-1.7B standard IPO,standard_ipo,train,1590,1.7611134191940174,1237.32626953125,0.5518010880798101,0.9,0.2101344786817208,2.0671834625322995e-07,409694.625
Qwen3-1.7B standard IPO,standard_ipo,train,1600,1.7721922171444398,1069.6357421875,0.55448477268219,0.925,0.22041402446338906,2.0487264673311183e-07,573256.0
Qwen3-1.7B standard IPO,standard_ipo,eval,1600,1.7721922171444398,2052.5693359375,0.5225842737320601,0.6863270777479893,0.09139843162239077,,
Qwen3-1.7B standard IPO,standard_ipo,train,1610,1.7832710150948623,1118.53466796875,0.5564869776368141,0.8875,0.22923937318846582,2.0302694721299372e-07,406132.5625
Qwen3-1.7B standard IPO,standard_ipo,train,1620,1.7943498130452846,1103.66708984375,0.5517706882208586,0.925,0.209207908436656,2.011812476928756e-07,316385.0625
Qwen3-1.7B standard IPO,standard_ipo,train,1630,1.805428610995707,1231.76162109375,0.5514374274760485,0.9125,0.20893720148596912,1.9933554817275746e-07,334107.1875
Qwen3-1.7B standard IPO,standard_ipo,train,1640,1.8165074089461295,1135.26474609375,0.5565396457910537,0.9375,0.22989549562335015,1.9748984865263934e-07,415868.03125
Qwen3-1.7B standard IPO,standard_ipo,train,1650,1.8275862068965516,1168.62646484375,0.5552842691540718,0.9125,0.22487238310277463,1.9564414913252123e-07,331918.65625
Qwen3-1.7B standard IPO,standard_ipo,train,1660,1.8386650048469741,1224.9830078125,0.5537834011018277,0.8375,0.21852037822827697,1.9379844961240311e-07,580213.125
Qwen3-1.7B standard IPO,standard_ipo,train,1670,1.8497438027973965,1016.9900390625,0.5582645978778601,0.95,0.236113229917828,1.9195275009228495e-07,395245.375
Qwen3-1.7B standard IPO,standard_ipo,train,1680,1.8608226007478188,1208.6033203125,0.5487977128475905,0.875,0.1973564672516659,1.9010705057216683e-07,424545.0
Qwen3-1.7B standard IPO,standard_ipo,train,1690,1.8719013986982413,1180.1978515625,0.5541177581995725,0.85,0.2195137499831617,1.8826135105204872e-07,344022.53125
Qwen3-1.7B standard IPO,standard_ipo,train,1700,1.8829801966486637,1241.03408203125,0.5507565986365079,0.8875,0.20614475519396364,1.864156515319306e-07,372197.96875
Qwen3-1.7B standard IPO,standard_ipo,eval,1700,1.8829801966486637,2063.040283203125,0.521329403323079,0.6729222520107239,0.08625809258803845,,
Qwen3-1.7B standard IPO,standard_ipo,train,1710,1.894058994599086,1188.5083984375,0.5535994108766318,0.9125,0.21771681401878595,1.8456995201181246e-07,879774.125
Qwen3-1.7B standard IPO,standard_ipo,train,1720,1.9051377925495083,1014.2103515625,0.5579291850328445,0.9375,0.23458226583898067,1.8272425249169434e-07,371277.09375
Qwen3-1.7B standard IPO,standard_ipo,train,1730,1.9162165904999306,1056.1296875,0.5539315298199654,0.925,0.21802411287790163,1.8087855297157623e-07,342181.28125
Qwen3-1.7B standard IPO,standard_ipo,train,1740,1.9272953884503532,1315.28876953125,0.551608445495367,0.9,0.2100880563259125,1.7903285345145811e-07,391055.6875
Qwen3-1.7B standard IPO,standard_ipo,train,1750,1.9383741864007755,1258.17333984375,0.5514476548880338,0.925,0.2089959361590445,1.7718715393133997e-07,302570.125
Qwen3-1.7B standard IPO,standard_ipo,train,1760,1.9494529843511978,1166.9837890625,0.5556038968265057,0.9125,0.22655619913712144,1.7534145441122183e-07,343565.96875
Qwen3-1.7B standard IPO,standard_ipo,train,1770,1.9605317823016204,1119.55234375,0.5509283304214477,0.9,0.20574110927991568,1.7349575489110372e-07,593653.875
Qwen3-1.7B standard IPO,standard_ipo,train,1780,1.9716105802520425,1257.27685546875,0.551945985481143,0.9,0.2112093427334912,1.716500553709856e-07,526681.125
Qwen3-1.7B standard IPO,standard_ipo,train,1790,1.982689378202465,980.79697265625,0.5600817773491145,0.925,0.2435822209343314,1.6980435585086746e-07,294325.21875
Qwen3-1.7B standard IPO,standard_ipo,train,1800,1.9937681761528874,1195.93427734375,0.5548100713640451,0.9,0.22241516439244152,1.6795865633074934e-07,594284.9375
Qwen3-1.7B standard IPO,standard_ipo,eval,1800,1.9937681761528874,2053.351806640625,0.5226143747967625,0.6890080428954424,0.09175893047390052,,
Qwen3-1.7B standard IPO,standard_ipo,train,1810,2.004431519180169,906.188671875,0.5626879500878321,0.961038961038961,0.2537608700622986,1.6611295681063123e-07,217802.09375
Qwen3-1.7B standard IPO,standard_ipo,train,1820,2.0155103171305915,853.48564453125,0.5641842998564244,0.925,0.2598032988840714,1.6426725729051311e-07,274520.96875
Qwen3-1.7B standard IPO,standard_ipo,train,1830,2.0265891150810136,794.48115234375,0.5668638154864312,0.9625,0.2706552351126447,1.6242155777039497e-07,297218.53125
Qwen3-1.7B standard IPO,standard_ipo,train,1840,2.037667913031436,774.46201171875,0.5646009135991334,0.975,0.2611921143718064,1.6057585825027683e-07,268894.96875
Qwen3-1.7B standard IPO,standard_ipo,train,1850,2.0487467109818587,812.424755859375,0.5663883179426193,0.925,0.26898627197369934,1.5873015873015872e-07,423418.53125
Qwen3-1.7B standard IPO,standard_ipo,train,1860,2.059825508932281,734.31328125,0.5701874695718289,1.0,0.28473451267927885,1.568844592100406e-07,310731.1875
Qwen3-1.7B standard IPO,standard_ipo,train,1870,2.0709043068827033,708.205224609375,0.5691079676151276,0.9625,0.2798055233899504,1.5503875968992246e-07,269272.9375
Qwen3-1.7B standard IPO,standard_ipo,train,1880,2.0819831048331254,577.26875,0.5804614279419184,0.9875,0.3268211078364402,1.5319306016980434e-07,300096.71875
Qwen3-1.7B standard IPO,standard_ipo,train,1890,2.093061902783548,627.858837890625,0.573573610931635,1.0,0.2982278522104025,1.5134736064968623e-07,281835.09375
Qwen3-1.7B standard IPO,standard_ipo,train,1900,2.1041407007339705,745.1328125,0.5660486567765475,0.975,0.26712646665982903,1.4950166112956811e-07,260621.703125
Qwen3-1.7B standard IPO,standard_ipo,eval,1900,2.1041407007339705,2048.262451171875,0.5225284407988949,0.6916890080428955,0.09126594137580162,,
Qwen3-1.7B standard IPO,standard_ipo,train,1910,2.1152194986843926,767.473779296875,0.5643965110182763,0.9875,0.2603456978686154,1.4765596160945e-07,338355.71875
Qwen3-1.7B standard IPO,standard_ipo,train,1920,2.126298296634815,799.018701171875,0.5648832555860281,0.9625,0.26264197449199855,1.4581026208933183e-07,295441.40625
Qwen3-1.7B standard IPO,standard_ipo,train,1930,2.1373770945852373,909.75166015625,0.5633067138493061,0.9625,0.2568656228715554,1.4396456256921372e-07,350161.34375
Qwen3-1.7B standard IPO,standard_ipo,train,1940,2.14845589253566,785.94111328125,0.5697716701775789,0.9625,0.2832242531236261,1.421188630490956e-07,305181.3125
Qwen3-1.7B standard IPO,standard_ipo,train,1950,2.1595346904860824,640.49912109375,0.5719722423702478,0.9875,0.29145108805969355,1.4027316352897749e-07,289998.96875
Qwen3-1.7B standard IPO,standard_ipo,train,1960,2.1706134884365045,766.994482421875,0.565694572404027,0.95,0.2657002645079046,1.3842746400885934e-07,285223.9375
Qwen3-1.7B standard IPO,standard_ipo,train,1970,2.181692286386927,525.532763671875,0.5775019995868206,0.9875,0.3139597848057747,1.3658176448874123e-07,246100.078125
Qwen3-1.7B standard IPO,standard_ipo,train,1980,2.1927710843373496,760.8142578125,0.5714764960110188,0.9625,0.29033740190789104,1.3473606496862311e-07,234392.953125
Qwen3-1.7B standard IPO,standard_ipo,train,1990,2.2038498822877717,799.230908203125,0.5704046741127968,0.95,0.2859363189665601,1.32890365448505e-07,264947.9375
Qwen3-1.7B standard IPO,standard_ipo,train,2000,2.2149286802381942,642.7732421875,0.5727442651987076,1.0,0.2948429387062788,1.3104466592838686e-07,387828.25
Qwen3-1.7B standard IPO,standard_ipo,eval,2000,2.2149286802381942,2050.074951171875,0.5223419129369087,0.6809651474530831,0.09038885174963333,,
Qwen3-1.7B standard IPO,standard_ipo,train,2010,2.2260074781886163,655.0326171875,0.5801673360168934,1.0,0.3265365914441645,1.2919896640826872e-07,227244.609375
Qwen3-1.7B standard IPO,standard_ipo,train,2020,2.237086276139039,779.94140625,0.5695105910301208,0.975,0.2818511439952999,1.273532668881506e-07,220312.78125
Qwen3-1.7B standard IPO,standard_ipo,train,2030,2.2481650740894614,770.75830078125,0.5702149551361799,0.95,0.28489942527376116,1.2550756736803249e-07,303662.25
Qwen3-1.7B standard IPO,standard_ipo,train,2040,2.2592438720398835,721.4244140625,0.5704644858837128,0.975,0.28562667216174303,1.2366186784791434e-07,417828.5625
Qwen3-1.7B standard IPO,standard_ipo,train,2050,2.270322669990306,812.308154296875,0.5677466623485088,0.9625,0.274845765135251,1.2181616832779623e-07,292022.125
Qwen3-1.7B standard IPO,standard_ipo,train,2060,2.2814014679407286,770.439306640625,0.5684513099491596,0.975,0.2774137772386894,1.1997046880767811e-07,283199.8125
Qwen3-1.7B standard IPO,standard_ipo,train,2070,2.2924802658911507,746.3630859375,0.5662245448678732,0.9625,0.2679245529230684,1.1812476928755997e-07,297676.90625
Qwen3-1.7B standard IPO,standard_ipo,train,2080,2.3035590638415733,785.789111328125,0.5654655911028386,0.975,0.26496720052091405,1.1627906976744186e-07,345929.0
Qwen3-1.7B standard IPO,standard_ipo,train,2090,2.3146378617919954,630.864599609375,0.5752206541597843,1.0,0.3051014124881476,1.1443337024732373e-07,327352.375
Qwen3-1.7B standard IPO,standard_ipo,train,2100,2.325716659742418,854.7603515625,0.5618977844715118,0.95,0.25041578207165005,1.1258767072720561e-07,378879.4375
Qwen3-1.7B standard IPO,standard_ipo,eval,2100,2.325716659742418,2068.5498046875,0.5219525189885506,0.67828418230563,0.08894665207434196,,
Qwen3-1.7B standard IPO,standard_ipo,train,2110,2.3367954576928405,776.27568359375,0.5694967586547136,0.975,0.28180810436606407,1.1074197120708747e-07,429858.9375
Qwen3-1.7B standard IPO,standard_ipo,train,2120,2.3478742556432626,721.83740234375,0.5728915888816118,0.9625,0.2959338051499799,1.0889627168696936e-07,379531.0625
Qwen3-1.7B standard IPO,standard_ipo,train,2130,2.358953053593685,747.533447265625,0.5709662318229676,0.975,0.28806005883961916,1.0705057216685123e-07,277681.3125
Qwen3-1.7B standard IPO,standard_ipo,train,2140,2.3700318515441072,782.11875,0.5663896206766367,0.95,0.2688602641457692,1.0520487264673311e-07,232286.53125
Qwen3-1.7B standard IPO,standard_ipo,train,2150,2.3811106494945298,695.71240234375,0.5754427377134561,0.95,0.3064710564678535,1.0335917312661497e-07,365023.78125
Qwen3-1.7B standard IPO,standard_ipo,train,2160,2.3921894474449523,825.12900390625,0.5634512808173895,0.975,0.2566808392293751,1.0151347360649686e-07,367701.9375
Qwen3-1.7B standard IPO,standard_ipo,train,2170,2.4032682453953744,784.9798828125,0.5674902830272913,0.9375,0.27338965851813557,9.966777408637873e-08,455849.78125
Qwen3-1.7B standard IPO,standard_ipo,train,2180,2.414347043345797,736.31865234375,0.5779701747000218,0.9625,0.31777306403964756,9.782207456626061e-08,245440.421875
Qwen3-1.7B standard IPO,standard_ipo,train,2190,2.4254258412962195,684.11748046875,0.5711296372115612,0.975,0.2881981653627008,9.597637504614247e-08,345238.28125
Qwen3-1.7B standard IPO,standard_ipo,train,2200,2.4365046392466416,833.4173828125,0.5673222672194242,0.9625,0.2731321934144944,9.413067552602436e-08,204725.40625
Qwen3-1.7B standard IPO,standard_ipo,eval,2200,2.4365046392466416,2031.18603515625,0.5234754942856908,0.6809651474530831,0.09525385828833557,,
Qwen3-1.7B standard IPO,standard_ipo,train,2210,2.447583437197064,855.58232421875,0.5632444389164448,0.95,0.25618132441304625,9.228497600590623e-08,299880.375
Qwen3-1.7B standard IPO,standard_ipo,train,2220,2.4586622351474867,750.697265625,0.5671615179628133,0.975,0.2717948386911303,9.043927648578811e-08,380892.15625
Qwen3-1.7B standard IPO,standard_ipo,train,2230,2.469741033097909,687.074560546875,0.5716679576784373,0.9625,0.29048033702420073,8.859357696566999e-08,259638.328125
Qwen3-1.7B standard IPO,standard_ipo,train,2240,2.4808198310483314,772.971435546875,0.5688843306154012,0.95,0.27923714264761657,8.674787744555186e-08,354714.5625
Qwen3-1.7B standard IPO,standard_ipo,train,2250,2.4918986289987535,753.80283203125,0.5658812984824181,0.975,0.26646189235616474,8.490217792543373e-08,299392.84375
Qwen3-1.7B standard IPO,standard_ipo,train,2260,2.502977426949176,855.40341796875,0.5671931609511376,0.95,0.2724171434994787,8.305647840531561e-08,392703.84375
Qwen3-1.7B standard IPO,standard_ipo,train,2270,2.5140562248995986,723.85849609375,0.5677495680749416,0.95,0.27401369099970907,8.121077888519749e-08,238911.234375
Qwen3-1.7B standard IPO,standard_ipo,train,2280,2.5251350228500207,739.84775390625,0.5695261385291814,0.975,0.28181370156817137,7.936507936507936e-08,294544.78125
Qwen3-1.7B standard IPO,standard_ipo,train,2290,2.536213820800443,604.60810546875,0.575785693153739,0.9875,0.3073080108966678,7.751937984496123e-08,430548.96875
Qwen3-1.7B standard IPO,standard_ipo,train,2300,2.5472926187508653,730.247705078125,0.5700026895850897,0.975,0.2838082349393517,7.567368032484311e-08,248866.140625
Qwen3-1.7B standard IPO,standard_ipo,eval,2300,2.5472926187508653,2065.5888671875,0.5217036091130796,0.6836461126005362,0.08790568063465064,,
Qwen3-1.7B standard IPO,standard_ipo,train,2310,2.558371416701288,589.871435546875,0.5785137563943863,0.9625,0.3186914975522086,7.3827980804725e-08,308394.34375
Qwen3-1.7B standard IPO,standard_ipo,train,2320,2.5694502146517104,894.078125,0.5612686421722174,0.975,0.24813670020084827,7.198228128460686e-08,321358.875
Qwen3-1.7B standard IPO,standard_ipo,train,2330,2.5805290126021325,701.731298828125,0.56920210942626,0.975,0.2801753372652456,7.013658176448874e-08,260895.359375
Qwen3-1.7B standard IPO,standard_ipo,train,2340,2.591607810552555,656.414111328125,0.5748496644198895,1.0,0.3038834938546643,6.829088224437061e-08,391942.21875
Qwen3-1.7B standard IPO,standard_ipo,train,2350,2.602686608502977,691.047802734375,0.5708698976784945,0.975,0.28712988132610917,6.64451827242525e-08,268772.8125
Qwen3-1.7B standard IPO,standard_ipo,train,2360,2.6137654064533997,687.0478515625,0.5685010455548763,0.9875,0.27700320007279516,6.459948320413436e-08,222018.90625
Qwen3-1.7B standard IPO,standard_ipo,train,2370,2.6248442044038223,732.077783203125,0.5673933822661639,0.9625,0.27268934841267767,6.275378368401624e-08,264189.53125
Qwen3-1.7B standard IPO,standard_ipo,train,2380,2.635923002354245,779.111083984375,0.568534117937088,0.9375,0.27768792214337734,6.090808416389811e-08,365552.4375
Qwen3-1.7B standard IPO,standard_ipo,train,2390,2.647001800304667,730.46923828125,0.5687877736985684,0.9875,0.27864119242876767,5.9062384643779986e-08,247626.375
Qwen3-1.7B standard IPO,standard_ipo,train,2400,2.6580805982550895,878.2876953125,0.5636795535683632,0.95,0.2580764455255121,5.7216685123661865e-08,400145.65625
Qwen3-1.7B standard IPO,standard_ipo,eval,2400,2.6580805982550895,2069.57666015625,0.5221882211618705,0.6809651474530831,0.08998514120104965,,
Qwen3-1.7B standard IPO,standard_ipo,train,2410,2.6691593962055116,657.8927734375,0.5778286844491959,0.9625,0.3166838355595246,5.5370985603543736e-08,365207.25
Qwen3-1.7B standard IPO,standard_ipo,train,2420,2.680238194155934,756.495458984375,0.568245156481862,0.95,0.2765189316822216,5.3525286083425615e-08,288914.90625
Qwen3-1.7B standard IPO,standard_ipo,train,2430,2.6913169921063567,538.904443359375,0.5806446336209774,0.975,0.32735157283023,5.1679586563307486e-08,192096.859375
Qwen3-1.7B standard IPO,standard_ipo,train,2440,2.7023957900567788,744.693408203125,0.566135237365961,0.9875,0.2674931136891246,4.9833887043189365e-08,290340.28125
Qwen3-1.7B standard IPO,standard_ipo,train,2450,2.7134745880072013,586.495751953125,0.5749859496951103,1.0,0.3038427711930126,4.7988187523071236e-08,302681.3125
Qwen3-1.7B standard IPO,standard_ipo,train,2460,2.7245533859576234,598.583740234375,0.5822071686387063,1.0,0.33470337868202477,4.6142488002953115e-08,215813.671875
Qwen3-1.7B standard IPO,standard_ipo,train,2470,2.735632183908046,677.730224609375,0.5733887944370508,0.975,0.2976424802094698,4.429678848283499e-08,273504.375
Qwen3-1.7B standard IPO,standard_ipo,train,2480,2.7467109818584685,700.735107421875,0.5694560099393129,0.9625,0.28115597916767,4.2451088962716865e-08,278632.90625
Qwen3-1.7B standard IPO,standard_ipo,train,2490,2.7577897798088906,620.918603515625,0.5792432278394699,0.9875,0.3221255320124328,4.060538944259874e-08,185639.34375
Qwen3-1.7B standard IPO,standard_ipo,train,2500,2.768868577759313,792.184619140625,0.5693622551858425,0.9625,0.2813713648123667,3.8759689922480615e-08,314206.75
Qwen3-1.7B standard IPO,standard_ipo,eval,2500,2.768868577759313,2067.8369140625,0.5222849384070082,0.6729222520107239,0.09034584232433712,,
Qwen3-1.7B standard IPO,standard_ipo,train,2510,2.7799473757097353,587.99052734375,0.5794369973242283,0.975,0.32258523628115654,3.69139904023625e-08,269454.78125
Qwen3-1.7B standard IPO,standard_ipo,train,2520,2.791026173660158,681.986376953125,0.5716844744980335,0.975,0.2904376099817455,3.506829088224437e-08,279226.6875
Qwen3-1.7B standard IPO,standard_ipo,train,2530,2.8021049716105804,710.72197265625,0.5714197415858507,0.975,0.28971224068664014,3.322259136212625e-08,323550.125
Qwen3-1.7B standard IPO,standard_ipo,train,2540,2.8131837695610025,728.15498046875,0.5680601812899113,0.95,0.27541661146096885,3.137689184200812e-08,354492.0625
Qwen3-1.7B standard IPO,standard_ipo,train,2550,2.824262567511425,673.82724609375,0.5741770919412374,0.9625,0.3009619008516893,2.9531192321889993e-08,239356.5625
Qwen3-1.7B standard IPO,standard_ipo,train,2560,2.835341365461847,743.279248046875,0.5673060465604067,0.95,0.27240817309357224,2.7685492801771868e-08,381176.125
Qwen3-1.7B standard IPO,standard_ipo,train,2570,2.8464201634122697,569.230322265625,0.5763768047094345,0.975,0.30957161039114,2.5839793281653743e-08,283630.09375
Qwen3-1.7B standard IPO,standard_ipo,train,2580,2.857498961362692,762.088720703125,0.5686593804508447,0.975,0.2783672888763249,2.3994093761535618e-08,302727.65625
Qwen3-1.7B standard IPO,standard_ipo,train,2590,2.8685777593131148,655.2349609375,0.5783111777156591,0.975,0.318509679986164,2.2148394241417497e-08,204202.40625
Qwen3-1.7B standard IPO,standard_ipo,train,2600,2.879656557263537,665.4146484375,0.5705219626426696,1.0,0.2854888249188662,2.030269472129937e-08,376262.53125
Qwen3-1.7B standard IPO,standard_ipo,eval,2600,2.879656557263537,2069.91162109375,0.5220262226885829,0.6890080428954424,0.08924595005910134,,
Qwen3-1.7B standard IPO,standard_ipo,train,2610,2.8907353552139594,675.58232421875,0.5727442424744368,0.975,0.2948647431563586,1.845699520118125e-08,311803.78125
Qwen3-1.7B standard IPO,standard_ipo,train,2620,2.9018141531643815,744.833349609375,0.5718643113970756,0.925,0.29172953153029085,1.6611295681063125e-08,213437.671875
Qwen3-1.7B standard IPO,standard_ipo,train,2630,2.912892951114804,563.93134765625,0.5733576245605946,1.0,0.2967048736754805,1.4765596160944997e-08,223108.1875
Qwen3-1.7B standard IPO,standard_ipo,train,2640,2.9239717490652266,684.09501953125,0.5709228798747062,0.975,0.2872321191709489,1.2919896640826872e-08,260973.1875
Qwen3-1.7B standard IPO,standard_ipo,train,2650,2.9350505470156487,601.464208984375,0.5751683536916972,0.975,0.30455343360081316,1.1074197120708748e-08,378244.84375
Qwen3-1.7B standard IPO,standard_ipo,train,2660,2.9461293449660713,757.198828125,0.5739791963249445,0.975,0.30093852020800116,9.228497600590625e-09,311222.78125
Qwen3-1.7B standard IPO,standard_ipo,train,2670,2.9572081429164934,814.605859375,0.5676928754895926,0.9375,0.27466690668370575,7.382798080472498e-09,473871.78125
Qwen3-1.7B standard IPO,standard_ipo,train,2680,2.968286940866916,769.6650390625,0.5698242839425802,0.95,0.283294465020299,5.537098560354374e-09,331214.5
Qwen3-1.7B standard IPO,standard_ipo,train,2690,2.9793657388173385,860.2669921875,0.5636181604117155,0.925,0.2576101943850517,3.691399040236249e-09,447244.6875
Qwen3-1.7B standard IPO,standard_ipo,train,2700,2.9904445367677606,631.0267578125,0.5777612060308457,0.95,0.3155240032821894,1.8456995201181246e-09,312191.46875
Qwen3-1.7B standard IPO,standard_ipo,eval,2700,2.9904445367677606,2073.078369140625,0.5220224308424277,0.6863270777479893,0.08926488438636145,,
Qwen3-1.7B standard IPO,standard_ipo,eval,2709,3.0,2065.61669921875,0.5221703234690444,0.67828418230563,0.08988200996230898,,
Qwen3-1.7B ratio=0.6,target_ratio,train,10,0.01107879795042238,0.1651435375213623,0.499859394133091,0.5,-0.0005623425386147574,4.983388704318937e-07,60.26366424560547
Qwen3-1.7B ratio=0.6,target_ratio,train,20,0.02215759590084476,0.16609429121017455,0.4995743460953236,0.45,-0.0017027871144819073,4.964931709117755e-07,53.11112594604492
Qwen3-1.7B ratio=0.6,target_ratio,train,30,0.033236393851267136,0.16401641368865966,0.500265522673726,0.5375,0.0010618423548294231,4.946474713916574e-07,57.07476806640625
Qwen3-1.7B ratio=0.6,target_ratio,train,40,0.04431519180168952,0.1680884838104248,0.49913094341754916,0.55,-0.0034795521758496763,4.928017718715393e-07,43.564598083496094
Qwen3-1.7B ratio=0.6,target_ratio,train,50,0.0553939897521119,0.15841702222824097,0.502373444288969,0.575,0.009503974110702983,4.909560723514212e-07,61.93764877319336
Qwen3-1.7B ratio=0.6,target_ratio,train,60,0.06647278770253427,0.15347272157669067,0.5039464186877012,0.6625,0.015798403468215837,4.891103728313031e-07,50.181060791015625
Qwen3-1.7B ratio=0.6,target_ratio,train,70,0.07755158565295665,0.16155143976211547,0.5018187064677477,0.6,0.007282028952613473,4.872646733111849e-07,82.2315444946289
Qwen3-1.7B ratio=0.6,target_ratio,train,80,0.08863038360337903,0.1618736982345581,0.5013828955590725,0.5125,0.0055364110856316985,4.854189737910668e-07,45.93459701538086
Qwen3-1.7B ratio=0.6,target_ratio,train,90,0.09970918155380142,0.16148756742477416,0.5016100376844406,0.525,0.006455721248312329,4.835732742709486e-07,56.28049087524414
Qwen3-1.7B ratio=0.6,target_ratio,train,100,0.1107879795042238,0.1525225043296814,0.5045805081725121,0.65,0.018341086385771633,4.817275747508305e-07,45.75973129272461
Qwen3-1.7B ratio=0.6,target_ratio,eval,100,0.1107879795042238,0.15408122539520264,0.5044949996727082,0.5978552278820375,0.01800579061462037,,
Qwen3-1.7B ratio=0.6,target_ratio,train,110,0.12186677745464618,0.15367952585220337,0.5047506779432297,0.5875,0.019029094889992847,4.798818752307125e-07,48.965213775634766
Qwen3-1.7B ratio=0.6,target_ratio,train,120,0.13294557540506854,0.15987533330917358,0.5029638171195984,0.575,0.011858183448202908,4.780361757105943e-07,41.7132453918457
Qwen3-1.7B ratio=0.6,target_ratio,train,130,0.14402437335549093,0.16876901388168336,0.5008104376494884,0.5125,0.0032725259312428533,4.761904761904761e-07,45.942543029785156
Qwen3-1.7B ratio=0.6,target_ratio,train,140,0.1551031713059133,0.15700211524963378,0.5039945635944605,0.5375,0.0160159426915925,4.7434477667035803e-07,48.145347595214844
Qwen3-1.7B ratio=0.6,target_ratio,train,150,0.1661819692563357,0.14880454540252686,0.5060637652873993,0.6125,0.024284317845012993,4.724990771502399e-07,39.7967643737793
Qwen3-1.7B ratio=0.6,target_ratio,train,160,0.17726076720675807,0.15276875495910644,0.5052309177815915,0.5875,0.02096036756411195,4.706533776301218e-07,39.802921295166016
Qwen3-1.7B ratio=0.6,target_ratio,train,170,0.18833956515718045,0.15450944900512695,0.505989945307374,0.5625,0.02404820145457052,4.6880767811000366e-07,86.92711639404297
Qwen3-1.7B ratio=0.6,target_ratio,train,180,0.19941836310760283,0.1364761233329773,0.5119803719222545,0.7,0.04808373822597787,4.6696197858988557e-07,37.834564208984375
Qwen3-1.7B ratio=0.6,target_ratio,train,190,0.2104971610580252,0.15610481500625611,0.5051096443086862,0.6,0.020478601090144367,4.6511627906976743e-07,57.401607513427734
Qwen3-1.7B ratio=0.6,target_ratio,train,200,0.2215759590084476,0.13815529346466066,0.5159570291638375,0.6875,0.06441467490512878,4.6327057954964934e-07,43.518157958984375
Qwen3-1.7B ratio=0.6,target_ratio,eval,200,0.2215759590084476,0.14589287340641022,0.512045662300836,0.6193029490616622,0.04854419377217963,,
Qwen3-1.7B ratio=0.6,target_ratio,train,210,0.23265475695886997,0.15969475507736205,0.5073087606579065,0.525,0.029410620557609946,4.6142488002953115e-07,45.24241256713867
Qwen3-1.7B ratio=0.6,target_ratio,train,220,0.24373355490929235,0.13474148511886597,0.5137524127960205,0.675,0.055192512343637645,4.59579180509413e-07,45.151493072509766
Qwen3-1.7B ratio=0.6,target_ratio,train,230,0.2548123528597147,0.1368205428123474,0.5138549499213696,0.6625,0.05569045953452587,4.577334809892949e-07,48.93090057373047
Qwen3-1.7B ratio=0.6,target_ratio,train,240,0.2658911508101371,0.15923434495925903,0.5092519067227841,0.5625,0.03728870509658009,4.558877814691768e-07,47.827537536621094
Qwen3-1.7B ratio=0.6,target_ratio,train,250,0.27696994876055947,0.14720860719680787,0.5080428879708052,0.625,0.03224876115564257,4.540420819490587e-07,43.20182418823242
Qwen3-1.7B ratio=0.6,target_ratio,train,260,0.28804874671098185,0.13763166666030885,0.513636439666152,0.675,0.055084621696732936,4.5219638242894055e-07,45.77306365966797
Qwen3-1.7B ratio=0.6,target_ratio,train,270,0.29912754466140423,0.14794200658798218,0.5095211710780859,0.5625,0.03829494973178953,4.5035068290882246e-07,54.16930389404297
Qwen3-1.7B ratio=0.6,target_ratio,train,280,0.3102063426118266,0.1481514096260071,0.5087523229420186,0.65,0.03515944645623677,4.485049833887043e-07,84.07856750488281
Qwen3-1.7B ratio=0.6,target_ratio,train,290,0.321285140562249,0.1384793519973755,0.5139252163469792,0.7125,0.055940675432793796,4.4665928386858623e-07,38.30341720581055
Qwen3-1.7B ratio=0.6,target_ratio,train,300,0.3323639385126714,0.13615686893463136,0.5123314674943685,0.725,0.049450476700440046,4.4481358434846803e-07,47.58177947998047
Qwen3-1.7B ratio=0.6,target_ratio,eval,300,0.3323639385126714,0.14451701939105988,0.5114903590634425,0.6729222520107239,0.046210121495187925,,
Qwen3-1.7B ratio=0.6,target_ratio,train,310,0.34344273646309376,0.13608994483947753,0.5147784631699324,0.65,0.059496603379375304,4.429678848283499e-07,54.57696533203125
Qwen3-1.7B ratio=0.6,target_ratio,train,320,0.35452153441351614,0.14001801013946533,0.5127855360507965,0.625,0.05142012815922499,4.411221853082318e-07,39.062923431396484
