model,objective,split,step,epoch,loss,actual_ratio,reward_accuracy,reward_margin,learning_rate,grad_norm
Qwen3-1.7B ratio=0.6,target_ratio,train,330,0.3656003323639385,0.1491960644721985,0.5103068422526121,0.5875,0.04152745492756367,4.3927648578811366e-07,40.49700164794922
Qwen3-1.7B ratio=0.6,target_ratio,train,340,0.3766791303143609,0.1326478362083435,0.5144925247877836,0.725,0.058311901846900584,4.3743078626799557e-07,44.959625244140625
Qwen3-1.7B ratio=0.6,target_ratio,train,350,0.3877579282647833,0.1315382719039917,0.5186728026717902,0.7,0.07530138724250719,4.3558508674787743e-07,40.909812927246094
Qwen3-1.7B ratio=0.6,target_ratio,train,360,0.39883672621520566,0.14835724830627442,0.5150495827198028,0.675,0.06122189039597288,4.3373938722775934e-07,44.103370666503906
Qwen3-1.7B ratio=0.6,target_ratio,train,370,0.40991552416562804,0.1386273741722107,0.5142923954874277,0.65,0.057478007965255526,4.318936877076412e-07,29.166828155517578
Qwen3-1.7B ratio=0.6,target_ratio,train,380,0.4209943221160504,0.1286145806312561,0.5164516884833574,0.6875,0.06613248619250953,4.30047988187523e-07,48.823883056640625
Qwen3-1.7B ratio=0.6,target_ratio,train,390,0.4320731200664728,0.13950566053390503,0.513459961861372,0.6125,0.05407440486596897,4.282022886674049e-07,41.97019958496094
Qwen3-1.7B ratio=0.6,target_ratio,train,400,0.4431519180168952,0.13824139833450316,0.5149456456303596,0.6375,0.06013711882987991,4.263565891472868e-07,54.70182800292969
Qwen3-1.7B ratio=0.6,target_ratio,eval,400,0.4431519180168952,0.14253567159175873,0.5135232232531018,0.6675603217158177,0.054398031206177325,,
Qwen3-1.7B ratio=0.6,target_ratio,train,410,0.45423071596731757,0.13550994396209717,0.5159110348671675,0.65,0.06400027319323272,4.245108896271687e-07,37.14115905761719
Qwen3-1.7B ratio=0.6,target_ratio,train,420,0.46530951391773995,0.13106222152709962,0.5188489925116301,0.6375,0.075949530757498,4.2266519010705055e-07,35.27854919433594
Qwen3-1.7B ratio=0.6,target_ratio,train,430,0.47638831186816233,0.13545353412628175,0.5182864785194397,0.6125,0.07405203264206647,4.2081949058693246e-07,33.25703430175781
Qwen3-1.7B ratio=0.6,target_ratio,train,440,0.4874671098185847,0.10912604331970215,0.5265053912997246,0.7875,0.10696108738193288,4.189737910668143e-07,25.443592071533203
Qwen3-1.7B ratio=0.6,target_ratio,train,450,0.49854590776900704,0.16914697885513305,0.5059461701661349,0.5875,0.023762103146873416,4.1712809154669623e-07,58.19823455810547
Qwen3-1.7B ratio=0.6,target_ratio,train,460,0.5096247057194294,0.16001092195510863,0.5076103270053863,0.55,0.030683010863140226,4.1528239202657803e-07,42.429317474365234
Qwen3-1.7B ratio=0.6,target_ratio,train,470,0.5207035036698519,0.12453972101211548,0.5200130365788936,0.7125,0.08065474932081998,4.134366925064599e-07,38.36412048339844
Qwen3-1.7B ratio=0.6,target_ratio,train,480,0.5317823016202742,0.1542121410369873,0.5127606496214867,0.5625,0.05171263213269413,4.115909929863418e-07,45.01132583618164
Qwen3-1.7B ratio=0.6,target_ratio,train,490,0.5428610995706966,0.15252901315689088,0.5144040279090405,0.6125,0.05830362163251266,4.0974529346622366e-07,56.3460807800293
Qwen3-1.7B ratio=0.6,target_ratio,train,500,0.5539398975211189,0.13089479207992555,0.5170284312218427,0.7,0.06856091362424195,4.0789959394610557e-07,40.56220626831055
Qwen3-1.7B ratio=0.6,target_ratio,eval,500,0.5539398975211189,0.14283853769302368,0.5135963023827479,0.6729222520107239,0.05466523811710504,,
Qwen3-1.7B ratio=0.6,target_ratio,train,510,0.5650186954715414,0.13590134382247926,0.5178290318697691,0.65,0.0718917506514117,4.0605389442598743e-07,40.82990264892578
Qwen3-1.7B ratio=0.6,target_ratio,train,520,0.5760974934219637,0.143069326877594,0.5146582711488008,0.625,0.05918744292575866,4.0420819490586934e-07,41.29791259765625
Qwen3-1.7B ratio=0.6,target_ratio,train,530,0.5871762913723861,0.14224961996078492,0.5151382826268673,0.6375,0.06119525332469493,4.023624953857512e-07,37.71172332763672
Qwen3-1.7B ratio=0.6,target_ratio,train,540,0.5982550893228085,0.14234448671340943,0.5167354580014945,0.6,0.06781036774627865,4.0051679586563306e-07,70.59490966796875
Qwen3-1.7B ratio=0.6,target_ratio,train,550,0.6093338872732309,0.1611107587814331,0.5102182995527983,0.575,0.04143372429534793,3.986710963455149e-07,58.692298889160156
Qwen3-1.7B ratio=0.6,target_ratio,train,560,0.6204126852236532,0.157470965385437,0.5124044820666314,0.6125,0.050353388744406403,3.968253968253968e-07,47.03506851196289
Qwen3-1.7B ratio=0.6,target_ratio,train,570,0.6314914831740757,0.15252190828323364,0.5131137743592262,0.625,0.05282132220454514,3.949796973052787e-07,37.251041412353516
Qwen3-1.7B ratio=0.6,target_ratio,train,580,0.642570281124498,0.15699893236160278,0.509451188147068,0.6,0.038082862045848744,3.9313399778516055e-07,51.53424835205078
Qwen3-1.7B ratio=0.6,target_ratio,train,590,0.6536490790749204,0.13262722492218018,0.5155257653445006,0.725,0.06244217736530118,3.9128829826504246e-07,49.654396057128906
Qwen3-1.7B ratio=0.6,target_ratio,train,600,0.6647278770253428,0.12715530395507812,0.5198278460651636,0.6625,0.07984519565361552,3.894425987449243e-07,44.16535186767578
Qwen3-1.7B ratio=0.6,target_ratio,eval,600,0.6647278770253428,0.13969562947750092,0.5143575135408713,0.6702412868632708,0.05774339077489865,,
Qwen3-1.7B ratio=0.6,target_ratio,train,610,0.6758066749757651,0.14506630897521972,0.5129747670143843,0.625,0.05233977222815156,3.8759689922480623e-07,37.260196685791016
Qwen3-1.7B ratio=0.6,target_ratio,train,620,0.6868854729261875,0.12640480995178222,0.5191518001258373,0.6625,0.07708705436089076,3.8575119970468803e-07,38.66333770751953
Qwen3-1.7B ratio=0.6,target_ratio,train,630,0.6979642708766098,0.12493064403533935,0.5211062990128994,0.75,0.08516705413348973,3.839055001845699e-07,40.114906311035156
Qwen3-1.7B ratio=0.6,target_ratio,train,640,0.7090430688270323,0.1348801851272583,0.5198213428258895,0.675,0.08016167033929378,3.820598006644518e-07,74.0072021484375
Qwen3-1.7B ratio=0.6,target_ratio,train,650,0.7201218667774546,0.1452682852745056,0.5138225380331278,0.6875,0.055558302090503275,3.8021410114433366e-07,45.586917877197266
Qwen3-1.7B ratio=0.6,target_ratio,train,660,0.731200664727877,0.1361899733543396,0.5164680920541287,0.65,0.06628664564341306,3.7836840162421557e-07,54.71025085449219
Qwen3-1.7B ratio=0.6,target_ratio,train,670,0.7422794626782994,0.1366851806640625,0.5181395307183265,0.6375,0.07335826212074607,3.7652270210409743e-07,49.232391357421875
Qwen3-1.7B ratio=0.6,target_ratio,train,680,0.7533582606287218,0.14880751371383666,0.5113844346255064,0.6375,0.04575507186818868,3.7467700258397934e-07,57.93526077270508
Qwen3-1.7B ratio=0.6,target_ratio,train,690,0.7644370585791441,0.16436245441436767,0.505277245119214,0.5625,0.021117962116841228,3.728313030638612e-07,44.240814208984375
Qwen3-1.7B ratio=0.6,target_ratio,train,700,0.7755158565295666,0.13326219320297242,0.5186636932194233,0.725,0.075191795011051,3.709856035437431e-07,47.29057312011719
Qwen3-1.7B ratio=0.6,target_ratio,eval,700,0.7755158565295666,0.1406543254852295,0.5149150202325458,0.6621983914209115,0.06005311537229384,,
Qwen3-1.7B ratio=0.6,target_ratio,train,710,0.7865946544799889,0.13212572336196898,0.5193347711116075,0.6875,0.0781597493449226,3.691399040236249e-07,44.479400634765625
Qwen3-1.7B ratio=0.6,target_ratio,train,720,0.7976734524304113,0.14179729223251342,0.5134306475520134,0.675,0.05414368282072246,3.672942045035068e-07,48.28996276855469
Qwen3-1.7B ratio=0.6,target_ratio,train,730,0.8087522503808336,0.14894042015075684,0.5115555636584759,0.6125,0.04655814943835139,3.654485049833887e-07,36.68879699707031
Qwen3-1.7B ratio=0.6,target_ratio,train,740,0.8198310483312561,0.12675080299377442,0.5188438061624765,0.725,0.07576309121213853,3.6360280546327055e-07,32.384037017822266
Qwen3-1.7B ratio=0.6,target_ratio,train,750,0.8309098462816784,0.15057498216629028,0.5106129240244627,0.65,0.04271842783782631,3.6175710594315246e-07,44.7469482421875
Qwen3-1.7B ratio=0.6,target_ratio,train,760,0.8419886442321008,0.13479164838790894,0.5164413288235664,0.7,0.06620234164875001,3.599114064230343e-07,41.3184814453125
Qwen3-1.7B ratio=0.6,target_ratio,train,770,0.8530674421825232,0.1288209319114685,0.519688892737031,0.75,0.07942762807942927,3.5806570690291623e-07,44.73835754394531
Qwen3-1.7B ratio=0.6,target_ratio,train,780,0.8641462401329456,0.14346179962158204,0.5159930307418108,0.6375,0.06463764114305377,3.562200073827981e-07,57.923648834228516
Qwen3-1.7B ratio=0.6,target_ratio,train,790,0.8752250380833679,0.12342169284820556,0.5204688496887684,0.6625,0.08240229283110238,3.5437430786267994e-07,38.44272994995117
Qwen3-1.7B ratio=0.6,target_ratio,train,800,0.8863038360337904,0.1200293779373169,0.5242716629058123,0.7375,0.09785428429022432,3.525286083425618e-07,53.543006896972656
Qwen3-1.7B ratio=0.6,target_ratio,eval,800,0.8863038360337904,0.14072518050670624,0.5156076735050366,0.6863270777479893,0.06285283090072327,,
Qwen3-1.7B ratio=0.6,target_ratio,train,810,0.8973826339842127,0.11644192934036254,0.5223107106983662,0.7375,0.08969971048063599,3.5068290882244366e-07,55.2823600769043
Qwen3-1.7B ratio=0.6,target_ratio,train,820,0.9084614319346351,0.12280095815658569,0.5235637549310923,0.6875,0.09506507022306324,3.4883720930232557e-07,58.419273376464844
Qwen3-1.7B ratio=0.6,target_ratio,train,830,0.9195402298850575,0.14191027879714965,0.5181882489472628,0.675,0.0738544131629169,3.4699150978220743e-07,48.92884826660156
Qwen3-1.7B ratio=0.6,target_ratio,train,840,0.9306190278354799,0.12549110651016235,0.5279720216989517,0.675,0.1135942257475108,3.4514581026208934e-07,50.508609771728516
Qwen3-1.7B ratio=0.6,target_ratio,train,850,0.9416978257859022,0.14577867984771728,0.5151945080608129,0.65,0.061240916675888005,3.433001107419712e-07,43.24560546875
Qwen3-1.7B ratio=0.6,target_ratio,train,860,0.9527766237363247,0.1391708731651306,0.518081746250391,0.65,0.07302316472632811,3.414544112218531e-07,40.685699462890625
Qwen3-1.7B ratio=0.6,target_ratio,train,870,0.963855421686747,0.13846206665039062,0.5184729225933552,0.675,0.07468703845515848,3.396087117017349e-07,40.452762603759766
Qwen3-1.7B ratio=0.6,target_ratio,train,880,0.9749342196371694,0.13929961919784545,0.51715497225523,0.675,0.06905791484750808,3.377630121816168e-07,37.046627044677734
Qwen3-1.7B ratio=0.6,target_ratio,train,890,0.9860130175875917,0.13740454912185668,0.5173168893903494,0.65,0.06989832816179842,3.359173126614987e-07,49.45903778076172
Qwen3-1.7B ratio=0.6,target_ratio,train,900,0.9970918155380141,0.12113205194473267,0.5217027980834246,0.675,0.08738409336656332,3.3407161314138055e-07,42.698585510253906
Qwen3-1.7B ratio=0.6,target_ratio,eval,900,0.9970918155380141,0.1357397884130478,0.5188837439700682,0.6916890080428955,0.07623749982812829,,
Qwen3-1.7B ratio=0.6,target_ratio,train,910,1.0077551585652957,0.0873850166797638,0.539233815747422,0.8571428571428571,0.1584114742816075,3.3222591362126246e-07,31.8516902923584
Qwen3-1.7B ratio=0.6,target_ratio,train,920,1.018833956515718,0.08423264622688294,0.5380227115005255,0.8375,0.15319813491078094,3.303802141011443e-07,22.180627822875977
Qwen3-1.7B ratio=0.6,target_ratio,train,930,1.0299127544661404,0.06885998249053955,0.5447533868253231,0.8875,0.18035064643481746,3.2853451458102623e-07,29.21371078491211
Qwen3-1.7B ratio=0.6,target_ratio,train,940,1.0409915524165627,0.09325441718101501,0.533555268868804,0.8375,0.13530063541256823,3.266888150609081e-07,27.68759536743164
Qwen3-1.7B ratio=0.6,target_ratio,train,950,1.0520703503669853,0.0816468358039856,0.5397324081510305,0.8875,0.1601308812852949,3.2484311554078994e-07,29.63298988342285
Qwen3-1.7B ratio=0.6,target_ratio,train,960,1.0631491483174076,0.08160516023635864,0.540770097821951,0.8625,0.1643975629704073,3.229974160206718e-07,36.97354507446289
Qwen3-1.7B ratio=0.6,target_ratio,train,970,1.07422794626783,0.07372484207153321,0.5419097419828176,0.8875,0.16881560690235348,3.2115171650055366e-07,27.517742156982422
Qwen3-1.7B ratio=0.6,target_ratio,train,980,1.0853067442182522,0.08967224955558777,0.5378993596881628,0.8375,0.15321863051503898,3.1930601698043557e-07,27.627716064453125
Qwen3-1.7B ratio=0.6,target_ratio,train,990,1.0963855421686748,0.07709726691246033,0.543272602558136,0.9125,0.17481063390150667,3.1746031746031743e-07,28.810047149658203
Qwen3-1.7B ratio=0.6,target_ratio,train,1000,1.1074643401190971,0.08182538151741028,0.5451941639184952,0.8875,0.18343444974161685,3.1561461794019934e-07,56.230140686035156
Qwen3-1.7B ratio=0.6,target_ratio,eval,1000,1.1074643401190971,0.13795508444309235,0.5190248128236459,0.6729222520107239,0.07686825984235024,,
Qwen3-1.7B ratio=0.6,target_ratio,train,1010,1.1185431380695194,0.08422837257385254,0.5391137801110745,0.875,0.15758228874765337,3.137689184200812e-07,31.983585357666016
Qwen3-1.7B ratio=0.6,target_ratio,train,1020,1.1296219360199418,0.07271872758865357,0.5443249255418777,0.9,0.17876973883248864,3.119232188999631e-07,41.916934967041016
Qwen3-1.7B ratio=0.6,target_ratio,train,1030,1.1407007339703643,0.07996146082878113,0.5421474870294333,0.8875,0.1700652160216123,3.100775193798449e-07,51.74116897583008
Qwen3-1.7B ratio=0.6,target_ratio,train,1040,1.1517795319207866,0.09811386466026306,0.5327574376016855,0.8125,0.1319784071529284,3.0823181985972683e-07,31.955251693725586
Qwen3-1.7B ratio=0.6,target_ratio,train,1050,1.162858329871209,0.07897582054138183,0.5412861701101065,0.8875,0.1664085180265829,3.063861203396087e-07,31.927734375
Qwen3-1.7B ratio=0.6,target_ratio,train,1060,1.1739371278216313,0.07588300704956055,0.5442663665860892,0.9,0.1787531679496169,3.0454042081949055e-07,41.15613555908203
Qwen3-1.7B ratio=0.6,target_ratio,train,1070,1.1850159257720536,0.08159920573234558,0.5415019705891609,0.8625,0.1674625846091658,3.0269472129937246e-07,30.050003051757812
Qwen3-1.7B ratio=0.6,target_ratio,train,1080,1.1960947237224762,0.08443711996078491,0.5398911315947771,0.85,0.16092262151651085,3.008490217792543e-07,20.14406967163086
Qwen3-1.7B ratio=0.6,target_ratio,train,1090,1.2071735216728985,0.08255495429039002,0.5427271328866482,0.9125,0.17280281202401965,2.9900332225913623e-07,46.98682403564453
Qwen3-1.7B ratio=0.6,target_ratio,train,1100,1.2182523196233208,0.08932551145553588,0.5350740939378739,0.8625,0.1413387063657865,2.971576227390181e-07,40.87275314331055
Qwen3-1.7B ratio=0.6,target_ratio,eval,1100,1.2182523196233208,0.13529278337955475,0.5186212392019522,0.6648793565683646,0.07511741758371646,,
Qwen3-1.7B ratio=0.6,target_ratio,train,1110,1.2293311175737434,0.08133851885795593,0.5423075444996357,0.8875,0.17079300551558846,2.953119232189e-07,63.980552673339844
Qwen3-1.7B ratio=0.6,target_ratio,train,1120,1.2404099155241657,0.07414313554763793,0.5438896417617798,0.9,0.1771024024579674,2.934662236987818e-07,26.778728485107422
Qwen3-1.7B ratio=0.6,target_ratio,train,1130,1.251488713474588,0.07134999632835388,0.5467338565737009,0.8625,0.1887260651215911,2.9162052417866366e-07,32.707008361816406
Qwen3-1.7B ratio=0.6,target_ratio,train,1140,1.2625675114250103,0.078583824634552,0.5471573300659657,0.9125,0.19098291471600531,2.8977482465854557e-07,33.65989303588867
Qwen3-1.7B ratio=0.6,target_ratio,train,1150,1.2736463093754327,0.06678123474121093,0.5474770504981279,0.9,0.19161966447718443,2.8792912513842743e-07,24.549179077148438
Qwen3-1.7B ratio=0.6,target_ratio,train,1160,1.2847251073258552,0.07496204376220703,0.5464889153838157,0.9125,0.18806660533882677,2.8608342561830934e-07,49.276676177978516
Qwen3-1.7B ratio=0.6,target_ratio,train,1170,1.2958039052762775,0.08483157753944397,0.5402990311384201,0.9125,0.16290483151096852,2.842377260981912e-07,40.77574157714844
Qwen3-1.7B ratio=0.6,target_ratio,train,1180,1.3068827032266999,0.06850852370262146,0.5472433567047119,0.9375,0.19080191268585622,2.823920265780731e-07,23.65814781188965
Qwen3-1.7B ratio=0.6,target_ratio,train,1190,1.3179615011771224,0.07985204458236694,0.5396884638816118,0.8625,0.15996749293990434,2.8054632705795497e-07,32.226417541503906
Qwen3-1.7B ratio=0.6,target_ratio,train,1200,1.3290402991275447,0.08032318949699402,0.541051771491766,0.9,0.1658180526806973,2.7870062753783683e-07,40.335208892822266
Qwen3-1.7B ratio=0.6,target_ratio,eval,1200,1.3290402991275447,0.13660185039043427,0.517167214174373,0.6916890080428955,0.06917250884170008,,
Qwen3-1.7B ratio=0.6,target_ratio,train,1210,1.340119097077967,0.08728007674217224,0.5393392693251371,0.825,0.15885396329686047,2.768549280177187e-07,54.03104019165039
Qwen3-1.7B ratio=0.6,target_ratio,train,1220,1.3511978950283894,0.07312485575675964,0.5439750641584397,0.8625,0.1773982384474948,2.7500922849760055e-07,33.7266731262207
Qwen3-1.7B ratio=0.6,target_ratio,train,1230,1.3622766929788117,0.08244073987007142,0.5380130495876074,0.925,0.153218815010041,2.7316352897748246e-07,28.546710968017578
Qwen3-1.7B ratio=0.6,target_ratio,train,1240,1.3733554909292343,0.07815111875534057,0.5406778529286385,0.9375,0.1640526073751971,2.713178294573643e-07,30.445589065551758
Qwen3-1.7B ratio=0.6,target_ratio,train,1250,1.3844342888796566,0.07003679275512695,0.5465892210602761,0.925,0.18819509344175459,2.6947212993724623e-07,32.01148986816406
Qwen3-1.7B ratio=0.6,target_ratio,train,1260,1.395513086830079,0.06859750151634217,0.5470024045556784,0.9625,0.1897597340401262,2.676264304171281e-07,52.75096893310547
Qwen3-1.7B ratio=0.6,target_ratio,train,1270,1.4065918847805012,0.0665022611618042,0.5488319434225559,0.9375,0.19726349513512104,2.6578073089701e-07,26.543672561645508
Qwen3-1.7B ratio=0.6,target_ratio,train,1280,1.4176706827309236,0.07378174066543579,0.5426429662853479,0.9375,0.17183480369858445,2.639350313768918e-07,29.681394577026367
Qwen3-1.7B ratio=0.6,target_ratio,train,1290,1.428749480681346,0.0640811026096344,0.5527170315384865,0.9125,0.21321587171405554,2.620893318567737e-07,41.08941650390625
Qwen3-1.7B ratio=0.6,target_ratio,train,1300,1.4398282786317684,0.07358095645904542,0.5474071357399225,0.9,0.19168381474446505,2.602436323366556e-07,37.401466369628906
Qwen3-1.7B ratio=0.6,target_ratio,eval,1300,1.4398282786317684,0.13542848825454712,0.518656029538239,0.6809651474530831,0.07528888252401479,,
Qwen3-1.7B ratio=0.6,target_ratio,train,1310,1.4509070765821908,0.07639682292938232,0.5401086930185557,0.875,0.16144635451491923,2.5839793281653743e-07,34.5922737121582
Qwen3-1.7B ratio=0.6,target_ratio,train,1320,1.4619858745326133,0.07106825113296508,0.5442972034215927,0.9,0.17862795642577112,2.5655223329641934e-07,34.3482551574707
Qwen3-1.7B ratio=0.6,target_ratio,train,1330,1.4730646724830356,0.0679663896560669,0.5513896245509387,0.9375,0.2082278104731813,2.547065337763012e-07,58.809818267822266
Qwen3-1.7B ratio=0.6,target_ratio,train,1340,1.484143470433458,0.06984123587608337,0.5438972942531108,0.9125,0.17698198966681958,2.528608342561831e-07,29.12392807006836
Qwen3-1.7B ratio=0.6,target_ratio,train,1350,1.4952222683838803,0.06602141261100769,0.5456388849765063,0.9625,0.1839828238589689,2.5101513473606497e-07,26.898422241210938
Qwen3-1.7B ratio=0.6,target_ratio,train,1360,1.5063010663343026,0.08032944798469543,0.5426940687000752,0.875,0.1725423245341517,2.4916943521594683e-07,22.6693058013916
Qwen3-1.7B ratio=0.6,target_ratio,train,1370,1.5173798642847252,0.06442331075668335,0.5510775748640299,0.9375,0.20653090626001358,2.473237356958287e-07,27.666643142700195
Qwen3-1.7B ratio=0.6,target_ratio,train,1380,1.5284586622351475,0.08539195656776429,0.5443584952503443,0.8625,0.17989051304757595,2.454780361757106e-07,43.31193161010742
Qwen3-1.7B ratio=0.6,target_ratio,train,1390,1.5395374601855698,0.0631390392780304,0.5485613271594048,0.9375,0.195929026696831,2.4363233665559246e-07,24.136838912963867
Qwen3-1.7B ratio=0.6,target_ratio,train,1400,1.5506162581359924,0.07446139454841613,0.5482993468642234,0.9125,0.1954593006055802,2.417866371354743e-07,29.8737735748291
Qwen3-1.7B ratio=0.6,target_ratio,eval,1400,1.5506162581359924,0.13689753413200378,0.5172592607643904,0.710455764075067,0.06953029006335075,,
Qwen3-1.7B ratio=0.6,target_ratio,train,1410,1.5616950560864147,0.07798031568527222,0.5387117851525545,0.9125,0.1558283322956413,2.3994093761535623e-07,42.317108154296875
Qwen3-1.7B ratio=0.6,target_ratio,train,1420,1.572773854036837,0.07164958715438843,0.5428053416311741,0.925,0.17246647153515368,2.3809523809523806e-07,54.79023742675781
Qwen3-1.7B ratio=0.6,target_ratio,train,1430,1.5838526519872593,0.06104696989059448,0.5527296043932438,0.9375,0.21316926442086698,2.3624953857511995e-07,45.42445755004883
Qwen3-1.7B ratio=0.6,target_ratio,train,1440,1.5949314499376817,0.07776761651039124,0.5411780115216971,0.9,0.16607562403660267,2.3440383905500183e-07,30.95625877380371
Qwen3-1.7B ratio=0.6,target_ratio,train,1450,1.6060102478881042,0.07035912871360779,0.5482706297188997,0.9125,0.19507034649141133,2.3255813953488372e-07,34.044593811035156
Qwen3-1.7B ratio=0.6,target_ratio,train,1460,1.6170890458385265,0.07081673741340637,0.5438173964619637,0.925,0.1766810085158795,2.3071244001476557e-07,29.871896743774414
Qwen3-1.7B ratio=0.6,target_ratio,train,1470,1.6281678437889489,0.07341604232788086,0.5459650807082653,0.9,0.1855044663301669,2.2886674049464746e-07,39.79011535644531
Qwen3-1.7B ratio=0.6,target_ratio,train,1480,1.6392466417393714,0.0800110399723053,0.5383776780217886,0.875,0.15452806844841688,2.2702104097452934e-07,24.035442352294922
Qwen3-1.7B ratio=0.6,target_ratio,train,1490,1.6503254396897935,0.07363244295120239,0.5454638358205557,0.9125,0.18380461898632347,2.2517534145441123e-07,35.56049728393555
Qwen3-1.7B ratio=0.6,target_ratio,train,1500,1.661404237640216,0.07212016582489014,0.5446468450129032,0.8875,0.18016884406097233,2.2332964193429311e-07,43.948631286621094
Qwen3-1.7B ratio=0.6,target_ratio,eval,1500,1.661404237640216,0.13340429961681366,0.5204772130254127,0.6890080428954424,0.08277461572922266,,
Qwen3-1.7B ratio=0.6,target_ratio,train,1510,1.6724830355906384,0.06786639094352723,0.5484789926558733,0.8875,0.19567118966951966,2.2148394241417495e-07,20.339290618896484
Qwen3-1.7B ratio=0.6,target_ratio,train,1520,1.6835618335410607,0.07810395956039429,0.5471350327134132,0.8875,0.1911258911015466,2.1963824289405683e-07,35.798500061035156
Qwen3-1.7B ratio=0.6,target_ratio,train,1530,1.6946406314914833,0.0698340356349945,0.5476901087909937,0.925,0.19273272261489183,2.1779254337393872e-07,32.54853439331055
Qwen3-1.7B ratio=0.6,target_ratio,train,1540,1.7057194294419056,0.08409429788589477,0.5381181765347719,0.875,0.15368246634025126,2.159468438538206e-07,30.339048385620117
Qwen3-1.7B ratio=0.6,target_ratio,train,1550,1.716798227392328,0.06124024987220764,0.5500888947397471,0.975,0.20201548126060515,2.1410114433370246e-07,29.225515365600586
Qwen3-1.7B ratio=0.6,target_ratio,train,1560,1.7278770253427504,0.06945329904556274,0.5460901390761137,0.9625,0.1861188208684325,2.1225544481358434e-07,29.000221252441406
Qwen3-1.7B ratio=0.6,target_ratio,train,1570,1.7389558232931726,0.06979436278343201,0.5449206497520208,0.975,0.18117107423022388,2.1040974529346623e-07,29.371349334716797
Qwen3-1.7B ratio=0.6,target_ratio,train,1580,1.750034621243595,0.0719607949256897,0.5429550834000111,0.925,0.17298550202685875,2.0856404577334811e-07,40.70805740356445
Qwen3-1.7B ratio=0.6,target_ratio,train,1590,1.7611134191940174,0.07092964053153991,0.5464536763727665,0.925,0.18758352363947778,2.0671834625322995e-07,30.77849769592285
Qwen3-1.7B ratio=0.6,target_ratio,train,1600,1.7721922171444398,0.06382039189338684,0.5486108090728521,0.925,0.1960478007560596,2.0487264673311183e-07,38.79747772216797
Qwen3-1.7B ratio=0.6,target_ratio,eval,1600,1.7721922171444398,0.13470172882080078,0.5191158823289437,0.6863270777479893,0.07713473281615861,,
Qwen3-1.7B ratio=0.6,target_ratio,train,1610,1.7832710150948623,0.06270971894264221,0.5528283338993788,0.9125,0.21360154156573116,2.0302694721299372e-07,27.3757381439209
Qwen3-1.7B ratio=0.6,target_ratio,train,1620,1.7943498130452846,0.0660047173500061,0.546239722147584,0.9375,0.1863461894565262,2.011812476928756e-07,23.33278465270996
Qwen3-1.7B ratio=0.6,target_ratio,train,1630,1.805428610995707,0.07159872651100159,0.5479884706437588,0.925,0.19417870766483247,1.9933554817275746e-07,25.802669525146484
Qwen3-1.7B ratio=0.6,target_ratio,train,1640,1.8165074089461295,0.06817753314971924,0.5499125201255083,0.9125,0.20190998702310026,1.9748984865263934e-07,31.487201690673828
Qwen3-1.7B ratio=0.6,target_ratio,train,1650,1.8275862068965516,0.06862480640411377,0.5493145812302828,0.925,0.19945650747977198,1.9564414913252123e-07,25.238252639770508
Qwen3-1.7B ratio=0.6,target_ratio,train,1660,1.8386650048469741,0.07404593825340271,0.5477284297347069,0.9125,0.19308090002741665,1.9379844961240311e-07,45.3078727722168
Qwen3-1.7B ratio=0.6,target_ratio,train,1670,1.8497438027973965,0.059994745254516604,0.5518199685961008,0.95,0.20918554463423789,1.9195275009228495e-07,29.77111053466797
Qwen3-1.7B ratio=0.6,target_ratio,train,1680,1.8608226007478188,0.07111873030662537,0.543981846794486,0.925,0.17729116550181062,1.9010705057216683e-07,31.662912368774414
Qwen3-1.7B ratio=0.6,target_ratio,train,1690,1.8719013986982413,0.06936100721359253,0.5480493366718292,0.8875,0.1939975939458236,1.8826135105204872e-07,25.95368003845215
Qwen3-1.7B ratio=0.6,target_ratio,train,1700,1.8829801966486637,0.07205593585968018,0.545950822532177,0.925,0.18573456604208333,1.864156515319306e-07,28.311189651489258
Qwen3-1.7B ratio=0.6,target_ratio,eval,1700,1.8829801966486637,0.13572803139686584,0.5178285055761362,0.6890080428954424,0.07189918832788518,,
Qwen3-1.7B ratio=0.6,target_ratio,train,1710,1.894058994599086,0.07252299785614014,0.5468455668538809,0.925,0.1894084708765149,1.8456995201181246e-07,76.46156311035156
Qwen3-1.7B ratio=0.6,target_ratio,train,1720,1.9051377925495083,0.06035674214363098,0.5512368839234114,0.9625,0.20680657732300461,1.8272425249169434e-07,29.2777156829834
Qwen3-1.7B ratio=0.6,target_ratio,train,1730,1.9162165904999306,0.06062648296356201,0.5495874654501677,0.9375,0.19996250770054758,1.8087855297157623e-07,25.9024715423584
Qwen3-1.7B ratio=0.6,target_ratio,train,1740,1.9272953884503532,0.07941336631774902,0.5465643551200629,0.9125,0.1886980672599748,1.7903285345145811e-07,31.212600708007812
Qwen3-1.7B ratio=0.6,target_ratio,train,1750,1.9383741864007755,0.07387104630470276,0.5470568526536226,0.9375,0.19033688881900163,1.7718715393133997e-07,23.725811004638672
Qwen3-1.7B ratio=0.6,target_ratio,train,1760,1.9494529843511978,0.07084930539131165,0.5497403014451265,0.9375,0.20172922585625203,1.7534145441122183e-07,26.292919158935547
Qwen3-1.7B ratio=0.6,target_ratio,train,1770,1.9605317823016204,0.06717889308929444,0.5451289307326078,0.9125,0.18180581061169504,1.7349575489110372e-07,45.77259063720703
